impact_method_name;impact_cat_name;flow_name;flow_category_subcompart;CF_formula;uncert_type_name;uncert_param1;uncert_param2;uncert_param3;CF_per_unit_name;ef_UUID;IW_ef;Stoechiometric_ratio;IW_Sample_CF_Mean;IW_Sample_CF_Variance;IW_Sample_CF_Std dev;IW_Sample_CF_Min;IW_Sample_CF_Max;beta_param_min;beta_param_max;beta_param_alpha;beta_param_beta;CF_unit
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, turbine use, unspecified natural origin, RS;in water;0.000128392;triangle;0;0.000128392;0.001376656;m3;4858a358-5a21-3a3c-a0bb-8db58c91f6d1;Surface;1;0.000128392;1.1849E-08;0.000108853;0;0.001376656;0;0.001376656;1.16820009;11.35759719;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, turbine use, unspecified natural origin, RU;in water;0.000128392;triangle;0;0.000128392;0.001376656;m3;b28303de-9da9-3c1b-bf30-49b5fad9e452;Surface;1;0.000128392;1.1849E-08;0.000108853;0;0.001376656;0;0.001376656;1.16820009;11.35759719;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, turbine use, unspecified natural origin, SE;in water;0.000128392;triangle;0;0.000128392;0.001376656;m3;a7bbf899-f764-3025-91ee-43b59036b5d0;Surface;1;0.000128392;1.1849E-08;0.000108853;0;0.001376656;0;0.001376656;1.16820009;11.35759719;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, turbine use, unspecified natural origin, SI;in water;0.000128392;triangle;0;0.000128392;0.001376656;m3;94ff3932-5a6d-389c-bb65-c3a348f9f1b2;Surface;1;0.000128392;1.1849E-08;0.000108853;0;0.001376656;0;0.001376656;1.16820009;11.35759719;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, turbine use, unspecified natural origin, SK;in water;0.000128392;triangle;0;0.000128392;0.001376656;m3;e30bc01a-26c4-33dc-90b1-2976a9dd2785;Surface;1;0.000128392;1.1849E-08;0.000108853;0;0.001376656;0;0.001376656;1.16820009;11.35759719;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, turbine use, unspecified natural origin, TH;in water;0.000128392;triangle;0;0.000128392;0.001376656;m3;a92767f6-04ba-3c3f-b7e8-3551f19346b6;Surface;1;0.000128392;1.1849E-08;0.000108853;0;0.001376656;0;0.001376656;1.16820009;11.35759719;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, turbine use, unspecified natural origin, TR;in water;0.000128392;triangle;0;0.000128392;0.001376656;m3;2b04a22c-28fd-309d-acf9-d349d537efbe;Surface;1;0.000128392;1.1849E-08;0.000108853;0;0.001376656;0;0.001376656;1.16820009;11.35759719;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, turbine use, unspecified natural origin, TW;in water;0.000128392;triangle;0;0.000128392;0.001376656;m3;12b740b7-b774-336e-817f-d26ade9fff26;Surface;1;0.000128392;1.1849E-08;0.000108853;0;0.001376656;0;0.001376656;1.16820009;11.35759719;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, turbine use, unspecified natural origin, TZ;in water;0.000128392;triangle;0;0.000128392;0.001376656;m3;d9c3f006-e25d-3beb-98c1-ed5cc01ce96c;Surface;1;0.000128392;1.1849E-08;0.000108853;0;0.001376656;0;0.001376656;1.16820009;11.35759719;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, turbine use, unspecified natural origin, UA;in water;0.000128392;triangle;0;0.000128392;0.001376656;m3;9ff8ff07-805b-3902-a5d3-a7373eb706e8;Surface;1;0.000128392;1.1849E-08;0.000108853;0;0.001376656;0;0.001376656;1.16820009;11.35759719;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, turbine use, unspecified natural origin, ZA;in water;0.000128392;triangle;0;0.000128392;0.001376656;m3;7f952328-9a9b-3e3f-9412-2fbfc9bfb8d7;Surface;1;0.000128392;1.1849E-08;0.000108853;0;0.001376656;0;0.001376656;1.16820009;11.35759719;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, UN-EUROPE;ocean;0;none;0;0;0;m3;02961f89-0894-3c96-87dc-cf6856ebbc84;Ocean;-1;0;0;0;0;0;0;0;0;0;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, UN-EUROPE;river;-0.000128392;triangle;-0.001376656;-0.000128392;0;m3;6e694082-a3be-3aa5-a2ce-0ff3f1d6b869;Surface;-1;-0.000128392;1.1849E-08;0.000108853;-0.001376656;0;-0.001376656;0;11.35759719;1.16820009;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, UN-EUROPE;unspecified water;-0.000114438;triangle;-0.001132988;-0.000114438;0;m3;ae1e393b-8ec0-3060-b98c-945b00f012c1;Unknown;-1;-0.000114438;8.93233E-09;9.4511E-05;-0.001132988;0;-0.001132988;0;10.83226341;1.217045247;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, UN-OCEANIA;ocean;0;none;0;0;0;m3;380507a5-306c-378d-93ba-1252903ffd31;Ocean;-1;0;0;0;0;0;0;0;0;0;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, UN-OCEANIA;river;-0.000128392;triangle;-0.001376656;-0.000128392;0;m3;96775c4c-b80d-3cae-8b4e-0eb508071b37;Surface;-1;-0.000128392;1.1849E-08;0.000108853;-0.001376656;0;-0.001376656;0;11.35759719;1.16820009;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, UN-OCEANIA;unspecified water;-0.000114438;triangle;-0.001132988;-0.000114438;0;m3;c76abb6e-4dff-3c0f-b3d9-80be0f80ec3e;Unknown;-1;-0.000114438;8.93233E-09;9.4511E-05;-0.001132988;0;-0.001132988;0;10.83226341;1.217045247;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;831f249e-53f2-49cf-a93c-7cee105f048e;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin;unspecified resource;0.000114438;triangle;0;0.000114438;0.001132988;m3;a2a9cda7-9dd0-4a39-b422-f45298906dd8;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, Asia without OAPEC;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;b5e65e84-a1e1-3a02-a74f-8e6a9c0b2ad6;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, BR;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;ab92ef07-03ba-3f2c-8568-0805e78fad4d;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, CH;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;d512585c-a3ff-3bd4-8854-3d23c14926c0;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, CR;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;6298894f-6ebb-3b82-aa4c-e5fa3c332a09;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, CY;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;37683746-5ef6-352c-bb22-7d6bacc6766f;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, DE;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;af44fff2-0c47-3785-b610-c950776f117a;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, EC;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;585ef0b1-6194-3653-8208-2ef96fb9ef69;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, ES;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;5f9e8551-455c-393e-86c9-27683f6d9d5f;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, Europe without Switzerland;unspecified resource;0.000114438;triangle;0;0.000114438;0.001132988;m3;9d966161-d561-33f5-9050-8233889024b0;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, FJ;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;172fec48-5592-3d59-80cc-a4d86eeb1db8;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, FR;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;66e3f915-d5e1-3df9-8e35-3c2cbb83d132;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, FR;unspecified resource;0.000114438;triangle;0;0.000114438;0.001132988;m3;5e45aecb-61b2-359e-9393-6f0bbbc4b1f7;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, GB;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;191319b7-f72f-3f3a-b2cd-56ea835f9c35;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, GR;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;2f0c7a7b-a356-32e7-a4bc-8b7659cd280e;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, IAI Area 1;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;875699e1-34cc-3d53-ab91-d88d0cb89c2a;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, IAI Area 2, without Quebec;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;59357070-8888-3f64-b9a7-1ea875b33e42;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, IAI Area 3;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;9df90c6b-2bac-35c1-b7fc-943f3ca23c7f;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, IAI Area 4&5 without China;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;8715a2b5-92a4-3377-8293-7b03c4094cc7;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, IAI Area 8;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;55e63a8a-224b-36f7-a5c8-f0635363f0f1;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, ID;in ground;6.35254E-05;triangle;0;6.35254E-05;0.003107878;m3;ea46e7e8-e9b6-31ac-be23-52f09bf73782;Ground;1;6.35254E-05;6.99824E-09;8.36555E-05;0;0.003107878;0;0.003107878;0.544415251;26.09022203;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, ID;unspecified resource;0.000114438;triangle;0;0.000114438;0.001132988;m3;936081af-f5b2-3dcc-99b7-bf9570452566;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, IL;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;5ef54da5-e7c2-3ac7-a01c-45725d131111;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, IT;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;acb7676c-2874-3e55-b74a-0aa3144f9362;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, JP;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;0a89160c-168b-3315-a7f7-5543bc60cedf;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, MY;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;b94df422-b76f-3d10-91ef-83dc99967b51;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, PK;unspecified resource;0.000114438;triangle;0;0.000114438;0.001132988;m3;eba9b309-7926-37da-a4c5-0d4c2ef894f9;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, PL;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;e9649289-4111-3ec4-80fd-770952c30c49;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, PT;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;8dee1571-3aa3-30b5-96bd-25bfb82df9f0;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, RER;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;10e7a3bc-9edc-322b-b3eb-0ca651428c2c;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, RO;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;1ba56136-54c1-3840-ab0c-34f1e333412c;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, TR;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;e8e6e8f7-373e-3381-b6cf-bb6d4ddb2d76;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, UN-EUROPE;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;13af5f43-9b78-382a-adc0-e632e0f2dc9f;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, UN-OCEANIA;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;e51e9393-0c77-3bd0-897c-1e3a4729196a;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified natural origin, US;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;45fa090d-ec34-3e43-b374-bf56e72ad973;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, unspecified origin;in water;0.000114438;triangle;0;0.000114438;0.001132988;m3;bea8ee06-61e8-4770-abce-6ed950985dfe;Unknown;1;0.000114438;8.93233E-09;9.4511E-05;0;0.001132988;0;0.001132988;1.217045247;10.83226341;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, US;river;-0.000128392;triangle;-0.001376656;-0.000128392;0;m3;60a87dc7-eb4a-3212-942d-a46f8730798a;Surface;-1;-0.000128392;1.1849E-08;0.000108853;-0.001376656;0;-0.001376656;0;11.35759719;1.16820009;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, waste;unspecified water;-1.28392E-07;triangle;-1.37666E-06;-1.28392E-07;0;kg;de7f555b-1fed-4087-b06e-5fb145ca33eb;Surface;-1;-0.000128392;1.1849E-08;0.000108853;-0.001376656;0;-0.001376656;0;11.35759719;1.16820009;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, well, in ground;in water;6.35254E-05;triangle;0;6.35254E-05;0.003107878;m3;67c40aae-d403-464d-9649-c12695e43ad8;Ground;1;6.35254E-05;6.99824E-09;8.36555E-05;0;0.003107878;0;0.003107878;0.544415251;26.09022203;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, well, in ground;unspecified resource;6.35254E-05;triangle;0;6.35254E-05;0.003107878;m3;4deca3ec-ae40-460b-b063-35934d4fc936;Ground;1;6.35254E-05;6.99824E-09;8.36555E-05;0;0.003107878;0;0.003107878;0.544415251;26.09022203;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Water availability, human health, GLO, with uncert;Water, with river silt;in water;1.28392E-07;triangle;0;1.28392E-07;1.37666E-06;kg;9e0de545-41c5-4d35-897d-561df22e6272;Surface;1;0.000128392;1.1849E-08;0.000108853;0;0.001376656;0;0.001376656;1.16820009;11.35759719;DALY
IMPACTWorld+ - Endpoint - only with spatial variability;Freshwater eutrophication, GLO, with uncert;BOD5, Biological Oxygen Demand;fossil-;0.079709586;triangle;1.22919E-07;0.079709586;1063.722071;kg;dc2458f6-30fc-4c71-97f6-ff4c5470bd3a;BOD;1;0.079709586;12.30586646;3.507971844;1.22919E-07;1063.722071;1.22919E-07;1063.722071;0.000441333;5.889147648;PDF.m2.yr
IMPACTWorld+ - Endpoint - only with spatial variability;Freshwater eutrophication, GLO, with uncert;BOD5, Biological Oxygen Demand;fresh water;0.079709586;triangle;1.22919E-07;0.079709586;1063.722071;kg;4574cd53-77cc-4540-827b-5736dda9c4d7;BOD;1;0.079709586;12.30586646;3.507971844;1.22919E-07;1063.722071;1.22919E-07;1063.722071;0.000441333;5.889147648;PDF.m2.yr
IMPACTWorld+ - Endpoint - only with spatial variability;Freshwater eutrophication, GLO, with uncert;BOD5, Biological Oxygen Demand;ground water;0;none;0;0;0;kg;57c27ba7-a61a-4932-8cd5-095c88ff0245;BOD;0;0;0;0;0;0;0;0;0;0;PDF.m2.yr
IMPACTWorld+ - Endpoint - only with spatial variability;Freshwater eutrophication, GLO, with uncert;BOD5, Biological Oxygen Demand;ground water, long-term;0;none;0;0;0;kg;aedea697-930a-4a0e-9e4f-b9c369aa9a33;BOD;0;0;0;0;0;0;0;0;0;0;PDF.m2.yr
IMPACTWorld+ - Endpoint - only with spatial variability;Freshwater eutrophication, GLO, with uncert;BOD5, Biological Oxygen Demand;lake;0.079709586;triangle;1.22919E-07;0.079709586;1063.722071;kg;3f512502-5e18-45f1-90a4-e22c93229ea2;BOD;1;0.079709586;12.30586646;3.507971844;1.22919E-07;1063.722071;1.22919E-07;1063.722071;0.000441333;5.889147648;PDF.m2.yr
IMPACTWorld+ - Endpoint - only with spatial variability;Freshwater eutrophication, GLO, with uncert;BOD5, Biological Oxygen Demand;ocean;0;none;0;0;0;kg;f012d2d5-ebb4-4531-8285-0b98af3dcbd4;BOD;0;0;0;0;0;0;0;0;0;0;PDF.m2.yr
IMPACTWorld+ - Endpoint - only with spatial variability;Freshwater eutrophication, GLO, with uncert;BOD5, Biological Oxygen Demand;river;0.079709586;triangle;1.22919E-07;0.079709586;1063.722071;kg;8d33cd5f-c365-44b8-bb70-a211d5bb15dd;BOD;1;0.079709586;12.30586646;3.507971844;1.22919E-07;1063.722071;1.22919E-07;1063.722071;0.000441333;5.889147648;PDF.m2.yr
IMPACTWorld+ - Endpoint - only with spatial variability;Freshwater eutrophication, GLO, with uncert;BOD5, Biological Oxygen Demand;river, long-term;0.079709586;triangle;1.22919E-07;0.079709586;1063.722071;kg;b101cae3-a323-4b8a-8cc8-43d305b6e2ff;BOD;1;0.079709586;12.30586646;3.507971844;1.22919E-07;1063.722071;1.22919E-07;1063.722071;0.000441333;5.889147648;PDF.m2.yr
IMPACTWorld+ - Endpoint - only with spatial variability;Freshwater eutrophication, GLO, with uncert;BOD5, Biological Oxygen Demand;surface water;0.079709586;triangle;1.22919E-07;0.079709586;1063.722071;kg;70d467b6-115e-43c5-add2-441de9411348;BOD;1;0.079709586;12.30586646;3.507971844;1.22919E-07;1063.722071;1.22919E-07;1063.722071;0.000441333;5.889147648;PDF.m2.yr
IMPACTWorld+ - Endpoint - only with spatial variability;Freshwater eutrophication, GLO, with uncert;BOD5, Biological Oxygen Demand;unspecified water;0.079709586;triangle;1.22919E-07;0.079709586;1063.722071;kg;91955aba-6ebc-4413-9342-f0298860b4aa;BOD;1;0.079709586;12.30586646;3.507971844;1.22919E-07;1063.722071;1.22919E-07;1063.722071;0.000441333;5.889147648;PDF.m2.yr
IMPACTWorld+ - Endpoint - only with spatial variability;Freshwater eutrophication, GLO, with uncert;COD, Chemical Oxygen Demand;fossil-;0.079709586;triangle;1.22919E-07;0.079709586;1063.722071;kg;b2c8d9ab-da12-445f-bf52-eeca64a96fd6;COD;1;0.079709586;12.30586646;3.507971844;1.22919E-07;1063.722071;1.22919E-07;1063.722071;0.000441333;5.889147648;PDF.m2.yr
IMPACTWorld+ - Endpoint - only with spatial variability;Freshwater eutrophication, GLO, with uncert;COD, Chemical Oxygen Demand;fresh water;0.079709586;triangle;1.22919E-07;0.079709586;1063.722071;kg;b3cfad3f-b7da-490b-a491-8507a1bb7c4b;COD;1;0.079709586;12.30586646;3.507971844;1.22919E-07;1063.722071;1.22919E-07;1063.722071;0.000441333;5.889147648;PDF.m2.yr
IMPACTWorld+ - Endpoint - only with spatial variability;Freshwater eutrophication, GLO, with uncert;COD, Chemical Oxygen Demand;ground water;0;none;0;0;0;kg;be10dd54-eb4d-48ae-9e14-7d79ce8b170d;COD;0;0;0;0;0;0;0;0;0;0;PDF.m2.yr
IMPACTWorld+ - Endpoint - only with spatial variability;Freshwater eutrophication, GLO, with uncert;COD, Chemical Oxygen Demand;ground water, long-term;0;none;0;0;0;kg;a8fea8cf-9b09-49fc-aa58-5a732494a2a0;COD;0;0;0;0;0;0;0;0;0;0;PDF.m2.yr
IMPACTWorld+ - Endpoint - only with spatial variability;Freshwater eutrophication, GLO, with uncert;COD, Chemical Oxygen Demand;lake;0.079709586;triangle;1.22919E-07;0.079709586;1063.722071;kg;7ea403ad-aba6-4f89-843f-41266477064f;COD;1;0.079709586;12.30586646;3.507971844;1.22919E-07;1063.722071;1.22919E-07;1063.722071;0.000441333;5.889147648;PDF.m2.yr
IMPACTWorld+ - Endpoint - only with spatial variability;Freshwater eutrophication, GLO, with uncert;COD, Chemical Oxygen Demand;ocean;0;none;0;0;0;kg;ec76fb5c-b402-416b-825c-53e074fe7525;COD;0;0;0;0;0;0;0;0;0;0;PDF.m2.yr
IMPACTWorld+ - Endpoint - only with spatial variability;Freshwater eutrophication, GLO, with uncert;COD, Chemical Oxygen Demand;river;0.079709586;triangle;1.22919E-07;0.079709586;1063.722071;kg;75a4db8c-cc6c-4da5-a511-cf68acdad348;COD;1;0.079709586;12.30586646;3.507971844;1.22919E-07;1063.722071;1.22919E-07;1063.722071;0.000441333;5.889147648;PDF.m2.yr
IMPACTWorld+ - Endpoint - only with spatial variability;Freshwater eutrophication, GLO, with uncert;COD, Chemical Oxygen Demand;river, long-term;0.079709586;triangle;1.22919E-07;0.079709586;1063.722071;kg;be437c78-bc3a-4ccc-bdf3-9129d143a891;COD;1;0.079709586;12.30586646;3.507971844;1.22919E-07;1063.722071;1.22919E-07;1063.722071;0.000441333;5.889147648;PDF.m2.yr
