categories;type;exchanges;name;unit;code;database 
('air',);emission;[];2-Nitrobenzoic acid;kilogram;98d3f159-b420-4e43-aab5-4fd093b82429;biosphere3
('air',);emission;[];Methane, monochloro-, R-40;kilogram;18ea247b-edc2-43fe-89bd-cedd04102bcc;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Acenaphthene;kilogram;922a7ccf-3338-43ad-bd7e-77d51df051ab;biosphere3
('water', 'ground-, long-term');emission;[];Methane, dichlorofluoro-, HCFC-21;kilogram;7ee2d61b-1f0d-4835-bd85-4a9e2e545000;biosphere3
('water', 'surface water');emission;[];Carbaryl;kilogram;aba012db-c837-4d42-8679-4436e19a5944;biosphere3
('water', 'ground-');emission;[];Prothioconazol;kilogram;1cd8762b-d985-4206-b57e-f321e9b52399;biosphere3
('water', 'ground-');emission;[];Diisobutyl ketone;kilogram;7d58b774-db61-4a8f-9072-d051c494a64f;biosphere3
('water', 'ground-, long-term');emission;[];Barium-140;kilo Becquerel;eeb6beba-20d3-4edc-b356-be730db4aadb;biosphere3
('water', 'surface water');emission;[];Sodium chlorate;kilogram;5fcc7fe2-9834-4cc7-82d3-766d083f6235;biosphere3
('air', 'urban air close to ground');emission;[];Chromium VI;kilogram;7a59e8d5-cd11-4ee7-b1ca-30979d2b0b3a;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Plutonium-alpha;kilo Becquerel;4f3ee6dc-f092-429b-82bc-b9538bdb751b;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Fluorine;kilogram;b8d738ce-98cd-4487-88f9-686209bd1376;biosphere3
('air',);emission;[];Tellurium-123m;kilo Becquerel;43efdef0-6157-4436-8a23-2f50ac3c6fc2;biosphere3
('natural resource', 'land');natural resource;[];Transformation, from mineral extraction site;square meter;64d99cb5-3b4f-4195-b86f-c5f45b4dcd19;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Ethane, hexafluoro-, HFC-116;kilogram;8f3e0579-d07d-48c9-b41a-fb559728f9c0;biosphere3
('soil', 'industrial');emission;[];Barium;kilogram;5719929a-8c5b-48cc-a039-b11a9f380467;biosphere3
('air', 'urban air close to ground');emission;[];Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114;kilogram;3b30d058-02ef-4ed2-b357-5fc1a45c63e7;biosphere3
('soil', 'agricultural');emission;[];Fluazifop-P-butyl;kilogram;82f5987e-39bf-4055-8f4e-ea3a1882306f;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Mercury;kilogram;5ec9c16a-959d-44cd-be7d-a935727d2151;biosphere3
('economic', 'primary production factor');economic;[];Labour cost;EUR2005;df1b2a34-1788-4555-b991-f8ff67c66998;biosphere3
('air', 'low population density, long-term');emission;[];Ammonia;kilogram;2b50f643-216a-412b-a0e5-5946867aa2ed;biosphere3
('air', 'urban air close to ground');emission;[];Phosphine;kilogram;fba3ef86-de65-4079-868d-8b6438d46092;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Dimethenamid;kilogram;206b98e7-9df1-4aa1-896e-dc5aa93e9844;biosphere3
('air', 'low population density, long-term');emission;[];Manganese;kilogram;0af26a55-d357-469f-abad-8ced785cb4fb;biosphere3
('air', 'urban air close to ground');emission;[];PAH, polycyclic aromatic hydrocarbons;kilogram;9d1efa17-070a-4602-a65f-daf5056b0647;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Manganese-54;kilo Becquerel;46a9723a-aca5-4b66-9367-47412ec9e3a0;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Iodine-135;kilo Becquerel;51ad3110-da7a-4625-b445-df74e83ae832;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Ethane, 1,1,1-trichloro-, HCFC-140;kilogram;9e7d019f-c8c0-4631-9bbb-ced3e081c90d;biosphere3
('water', 'ocean');emission;[];Curium alpha;kilo Becquerel;1ef5e6f5-06fb-41af-9f73-af85a3f0220d;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Pendimethalin;kilogram;e4e17609-7a80-455d-a4e3-88af8695f987;biosphere3
('water', 'ground-');emission;[];Benzene;kilogram;bbd89c3f-b232-49aa-8ce7-45758afe4479;biosphere3
('air',);emission;[];Mercury;kilogram;71234253-b3a7-4dfe-b166-a484ad15bee7;biosphere3
('soil',);emission;[];Nitrogen;kilogram;b748f6f1-7061-4243-89c7-3f2d01dcec07;biosphere3
('water', 'ocean');emission;[];Acetaldehyde;kilogram;d4256abf-9f73-4373-b1c0-a9532663ba58;biosphere3
('soil', 'agricultural');emission;[];Tridemorph;kilogram;1aa8fd2e-9fbb-4701-8250-f4e31254b84a;biosphere3
('water', 'surface water');emission;[];Hydrogen sulfide;kilogram;50790dc4-dd52-4811-b124-d9e9c920cd70;biosphere3
('water', 'ground-, long-term');emission;[];Strontium;kilogram;8f1b69d9-fc00-4b46-99f9-7a57fd71dad2;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Curium-244;kilo Becquerel;f78de285-5fdc-4d33-92bb-d2ecea2b8641;biosphere3
('soil', 'agricultural');emission;[];Monolinuron;kilogram;340eb8e4-5282-4862-8840-35fcc50e3505;biosphere3
('water', 'ground-');emission;[];Zinc-65;kilo Becquerel;fd3fbe1e-b25a-463b-9e2e-56770a985b74;biosphere3
('soil', 'agricultural');emission;[];Trifluralin;kilogram;91b452dc-ddbd-40a4-9281-33303109495e;biosphere3
('natural resource', 'land');natural resource;[];Occupation, annual crop, greenhouse;square meter-year;9e80f7cd-47fa-4c7f-8f2c-bdb9731b3196;biosphere3
('water', 'surface water');emission;[];Ethylene glycol monoethyl ether;kilogram;6192f17c-9390-4381-9e58-99e384428da5;biosphere3
('natural resource', 'in ground');natural resource;[];Pd, Pd 2.0E-4%, Pt 4.8E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground;kilogram;4b8ac2cb-3fa6-4047-a9ab-183d9e63ccac;biosphere3
('water', 'ocean');emission;[];VOC, volatile organic compounds, unspecified origin;kilogram;113746e5-66a9-4d8c-b72b-4a99e7fcd052;biosphere3
('air', 'urban air close to ground');emission;[];Hydrogen;kilogram;8e906def-6bd5-4248-ac2b-94e6eedde3c9;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Methane, from soil or biomass stock;kilogram;9541a975-800f-4fed-9edf-28f6e411a015;biosphere3
('natural resource', 'land');natural resource;[];Transformation, to traffic area, road network;square meter;a42347d2-09f1-405e-95dd-bf6ac03765d8;biosphere3
('natural resource', 'in ground');natural resource;[];Kieserite, 25% in crude ore, in ground;kilogram;38eff837-5465-47a9-a1c9-e1edd70922ef;biosphere3
('soil', 'industrial');emission;[];Strontium;kilogram;ee018b5e-c9c3-486b-aeb4-ef045a4e3ccd;biosphere3
('water', 'ground-, long-term');emission;[];Aniline;kilogram;007de693-1d9e-40a5-a8b4-3d11bce8be9a;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Propanol;kilogram;29bfab29-0ad0-47da-b5b9-a76328ba5a64;biosphere3
('water', 'ocean');emission;[];Cerium-144;kilo Becquerel;851041af-3457-4462-96c0-3ba64f8e112d;biosphere3
('water', 'surface water');emission;[];Nitrogen;kilogram;ae70ca6c-807a-482b-9ddc-e449b4893fe3;biosphere3
('water', 'ground-, long-term');emission;[];Phosphorus;kilogram;76b09afe-52b9-4ecc-b97a-00b49ad8ed1a;biosphere3
('air', 'low population density, long-term');emission;[];Barium;kilogram;cd5898ca-96ad-4038-b7ac-edf544d2800a;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Ethene, chloro-;kilogram;20750a37-320b-48cb-9fd4-366a86fcd6d6;biosphere3
('water', 'ground-, long-term');emission;[];Ethene, tetrachloro-;kilogram;0015315d-a2b8-4b72-8e60-0d34a72e6de8;biosphere3
('soil', 'agricultural');emission;[];Fluroxypyr;kilogram;20834550-2d87-47d0-9d3c-fd65c108c72b;biosphere3
('natural resource', 'land');natural resource;[];Transformation, from arable land, unspecified use;square meter;4d166779-88fd-441b-9537-f3b974e3bff7;biosphere3
('air', 'low population density, long-term');emission;[];Propanol;kilogram;ad3e6f24-22b0-4ca4-9f2c-f0f5f180f633;biosphere3
('soil',);emission;[];Scandium;kilogram;8bd01869-7f83-4fcd-a167-af5735fa7ffd;biosphere3
('air',);emission;[];Iodine-133;kilo Becquerel;29f7aad7-40e1-44db-af21-b3604c10b3f0;biosphere3
('air', 'low population density, long-term');emission;[];Ethane, 1,1-difluoro-, HFC-152a;kilogram;94ca9e00-5268-4663-a0cd-25026c7c6b53;biosphere3
('natural resource', 'in ground');natural resource;[];Gold, Au 1.4E-4%, in ore, in ground;kilogram;a8896ed6-4c9d-4b06-a356-49d8cdd9e9d7;biosphere3
('air', 'urban air close to ground');emission;[];Cadmium;kilogram;36e53653-1338-42c7-816c-f6667809e0b1;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Calcium;kilogram;15fd8f0f-c3c2-4f63-b8d0-86793a22aacd;biosphere3
('water', 'ocean');emission;[];Protactinium-234;kilo Becquerel;f35c0ef5-ab68-4051-a390-695079108891;biosphere3
('soil',);emission;[];Fluoride;kilogram;de875382-6ef2-454c-b828-2c3a5080d39c;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Dimethyl ether;kilogram;4f061396-da10-49b3-a7ac-ac1d2eb49fa1;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Ammonium carbonate;kilogram;73ec59d7-a227-407f-963a-fd9c61b4d172;biosphere3
('water', 'ground-');emission;[];Chlorosilane, trimethyl-;kilogram;6eb5976c-c1e1-4e3e-a362-a46054941573;biosphere3
('natural resource', 'land');natural resource;[];Transformation, from cropland fallow (non-use);square meter;4da2ea28-8273-4901-9931-264169ec7731;biosphere3
('soil', 'forestry');emission;[];Molybdenum;kilogram;1f3c2297-d652-468d-82e8-4fd59bf5b5b8;biosphere3
('water', 'ocean');emission;[];Suspended solids, unspecified;kilogram;dc08e010-0bf9-4a36-a1dd-779684c84b3b;biosphere3
('water',);emission;[];Paraffins;kilogram;b0106679-8469-46f6-b989-559222745bd6;biosphere3
('air',);emission;[];Nitrogen;kilogram;e5ea66ee-28e2-4e9b-9a25-4414551d821c;biosphere3
('natural resource', 'land');natural resource;[];Transformation, from seabed, unspecified;square meter;928ba839-d6e5-4d1e-b5fd-122998a9bbe2;biosphere3
('water', 'surface water');emission;[];Phosphate;kilogram;1727b41d-377e-43cd-bc01-9eaba946eccb;biosphere3
('natural resource', 'in ground');natural resource;[];Diatomite, in ground;kilogram;9877ce00-65f8-4c0c-9fcf-92aa53a2c9c0;biosphere3
('air', 'urban air close to ground');emission;[];Uranium-235;kilo Becquerel;0d6def86-f116-4da2-9f2f-c3d9dab2248d;biosphere3
('air', 'low population density, long-term');emission;[];Zinc;kilogram;8f871bab-96dc-49d9-bf08-12cdd0715901;biosphere3
('natural resource', 'in ground');natural resource;[];Fluorine, 4.5% in apatite, 1% in crude ore, in ground;kilogram;e5fadc0b-1d79-4604-ac32-fd3321f27933;biosphere3
('water', 'ground-, long-term');emission;[];Gold;kilogram;0486ee88-c74a-479e-aa6f-2fbc4a96378d;biosphere3
('water',);emission;[];Radioactive species, from fission and activation;kilo Becquerel;33fe9178-c7f7-4ebe-950a-8cbd1e799424;biosphere3
('soil',);emission;[];Calcium;kilogram;e681e6ba-2d66-4f17-8812-e8c74bdcf7e8;biosphere3
('water', 'ground-');emission;[];Nitrobenzene;kilogram;c778e59e-23d1-438c-bfb3-7321e019f1cf;biosphere3
('water', 'ground-');emission;[];Butyl acetate;kilogram;7bbbbe10-92d9-4760-99ac-a9c6bd0985f2;biosphere3
('water', 'ground-, long-term');emission;[];Silver-110;kilo Becquerel;2a8ec77d-55f2-402a-bc5a-2e9162de2822;biosphere3
('air',);emission;[];Boric acid;kilogram;f19d8e53-09ab-45fa-a7c1-f7da101dab3e;biosphere3
('water', 'ground-');emission;[];Carboxylic acids, unspecified;kilogram;81170b91-3f8b-425d-b927-ac6b6466b689;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Methane, from soil or biomass stock;kilogram;ef4566f0-60d5-4bbe-a2cb-7268a81fecd4;biosphere3
('water', 'ground-, long-term');emission;[];Methyl borate;kilogram;059d4f43-8764-4b5e-95eb-c94df9913a55;biosphere3
('water', 'ground-, long-term');emission;[];Bromide;kilogram;bdd362be-db9c-4232-90e7-c11dee030e82;biosphere3
('water', 'ground-, long-term');emission;[];Trichlorosilane;kilogram;8b03ef98-860a-4870-a598-199cd9679f67;biosphere3
('water',);emission;[];Ethane, 1,2-dichloro-;kilogram;deb80fa5-4d0a-427e-9526-443f88d17b53;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Iodine-131;kilo Becquerel;03e91172-fca0-47f3-9014-22ae3136251b;biosphere3
('soil',);emission;[];Tin;kilogram;85a764f2-a810-4b20-bc86-a45604262fda;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Acetamide;kilogram;c3de45a3-e6fd-494e-aa85-d352b478e87b;biosphere3
('water', 'ground-');emission;[];Styrene;kilogram;9f884326-b503-4451-9259-b52f3001bbb8;biosphere3
('water', 'ground-');emission;[];Molybdenum;kilogram;3822809c-cc03-469d-ac2a-9f85842f8440;biosphere3
('water', 'ocean');emission;[];Bromate;kilogram;5a04372c-ac1c-45a8-b386-b0fa174c09da;biosphere3
('water', 'ground-, long-term');emission;[];Fluoboric acid;kilogram;c0b35c79-b073-40b6-931b-dfac9703acae;biosphere3
('water', 'surface water');emission;[];Hexane;kilogram;e55802e0-4678-42df-978e-e18aa552c33e;biosphere3
('water',);emission;[];Cesium-137;kilo Becquerel;8bbe0b4c-5c9c-4959-a878-572f680e428d;biosphere3
('air', 'low population density, long-term');emission;[];Sulfur dioxide;kilogram;6ce44f77-d181-4396-8fa2-2276eeeb4c08;biosphere3
('air',);emission;[];Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114;kilogram;8a3a44e4-e2f1-476d-9e9e-a90fda263fe3;biosphere3
('water', 'surface water');emission;[];Atrazine;kilogram;fed759dd-dac7-4d8a-abd1-886fd858b654;biosphere3
('water', 'ocean');emission;[];Thiocyanate, ion;kilogram;53225326-6737-4c40-86d4-87893525fd1a;biosphere3
('soil', 'forestry');emission;[];Cadmium;kilogram;b03642f4-8fa3-44df-ba91-7bcf5677d9a7;biosphere3
('water', 'ground-, long-term');emission;[];VOC, volatile organic compounds, unspecified origin;kilogram;134c89a1-e244-4664-945c-5ebf5f394297;biosphere3
('air', 'urban air close to ground');emission;[];Cobalt-60;kilo Becquerel;16e15fb4-aee8-42b8-a303-70d61a9b723a;biosphere3
('air',);emission;[];Radioactive species, other beta emitters;kilo Becquerel;630a48ab-c9f7-4bf0-9efd-9f865934c2c8;biosphere3
('natural resource', 'land');natural resource;[];Transformation, to dump site, inert material landfill;square meter;d10b390c-9d0c-4f59-b31d-3d0d70e77a35;biosphere3
('water', 'ground-, long-term');emission;[];Boron;kilogram;061d04a0-af1d-4884-bdd3-997b6cd5550f;biosphere3
('water', 'ground-');emission;[];Water;cubic meter;51254820-3456-4373-b7b4-056cf7b16e01;biosphere3
('air', 'urban air close to ground');emission;[];Acetonitrile;kilogram;56dea244-390c-4f56-8b11-c8de2902816e;biosphere3
('water', 'ground-, long-term');emission;[];2-Methyl-1-propanol;kilogram;a0cb36a5-d726-4c6e-9787-971cc763d294;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Sulfur dioxide;kilogram;16521d00-4b6f-464f-b5dd-8da4a27b15ca;biosphere3
('water', 'surface water');emission;[];Bentazone;kilogram;9288c80d-c5b0-485d-9b12-1f4122363db4;biosphere3
('water', 'ground-');emission;[];Suspended solids, unspecified;kilogram;51c35cf0-3417-4d42-936f-9a6fd7a2638a;biosphere3
('water', 'surface water');emission;[];Cadmium-109;kilo Becquerel;1c321b9e-b832-4107-ada7-ef31cd78ceac;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Hydrogen fluoride;kilogram;b1689d22-7f6d-432c-8948-13d8f6df8a27;biosphere3
('soil', 'industrial');emission;[];Glyphosate;kilogram;b4f9a201-2a20-4f41-a572-eabc98c75e1b;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Boric acid;kilogram;a89fab33-8e9b-4683-9da5-8ebd9c293f49;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Silicon tetrafluoride;kilogram;ee7b9d2a-a8d7-4df3-ad61-7dd51a39480d;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Diethylamine;kilogram;b2b7c56b-a484-48a3-98d9-f0dce443409f;biosphere3
('air', 'urban air close to ground');emission;[];2-Methyl-1-propanol;kilogram;e2d860e3-1038-4386-a5f1-25ad75d18bbd;biosphere3
('air', 'urban air close to ground');emission;[];Technetium-99;kilo Becquerel;953542ee-3bba-451b-b071-385e699f2f74;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Strontium-90;kilo Becquerel;5dd25f86-58c2-49e9-8401-54e1750b85ad;biosphere3
['air'];emission;[];Carbon dioxide, non-fossil, from calcination;kilogram;6900ccc1-4b7a-422a-9fad-7c31eb1fc46f;biosphere3
('natural resource', 'land');natural resource;[];Transformation, from dump site;square meter;5eb25424-acb6-4ffa-a96a-5fdef05f6515;biosphere3
('water', 'ground-');emission;[];Cesium-136;kilo Becquerel;d690e120-d392-4145-909f-5c3c3c705b69;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Trimethylamine;kilogram;0e2e2f54-225f-4782-bfda-99bedacebee5;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Chlorosulfonic acid;kilogram;514de41e-c977-4ae7-8fe8-86a29791fee4;biosphere3
('natural resource', 'in ground');natural resource;[];Calcite, in ground;kilogram;99ee393d-4bd1-4cc8-b0a0-d956865fb7bf;biosphere3
('natural resource', 'land');natural resource;[];Occupation, permanent crop;square meter-year;e9007a6f-7244-44d4-a561-91ae1b6c6cfc;biosphere3
('air', 'low population density, long-term');emission;[];Acetic acid;kilogram;e9acbffd-7211-42e2-9f3a-cd9556e21132;biosphere3
('air', 'low population density, long-term');emission;[];Sodium perchlorate;kilogram;fd776e0f-85db-4940-9b9f-5c42dd16af12;biosphere3
('air',);emission;[];Iodine-131;kilo Becquerel;c317b216-2668-40f8-9e24-1ce183d53697;biosphere3
('air',);emission;[];Dimethyl malonate;kilogram;f5ce0b83-d178-4f50-b1cb-844091b7f0bc;biosphere3
('natural resource', 'land');natural resource;[];Transformation, from grassland, natural (non-use);square meter;b905c2e0-a0db-4e66-80d2-8bdfc93c6218;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Barium;kilogram;98267bbc-0591-4eb8-8581-2231208c548d;biosphere3
('air',);emission;[];Chlorosilane, trimethyl-;kilogram;fa442f6a-4fc6-4c57-942b-c84c6c41c8b4;biosphere3
('air',);emission;[];Silicon;kilogram;e98b9661-2844-49dc-9ae4-855b9912c700;biosphere3
('water', 'surface water');emission;[];Palladium;kilogram;ff888538-eda9-4bf7-8612-a75acf1e85ac;biosphere3
('air', 'low population density, long-term');emission;[];Formaldehyde;kilogram;1258b87f-6a94-4c0f-a51a-cef98a3bf534;biosphere3
('natural resource', 'in ground');natural resource;[];TiO2, 95% in rutile, 0.40% in crude ore, in ground;kilogram;ec0fa5ce-51b4-4792-a8e8-c4ee668eddc3;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Formic acid;kilogram;e7f7fd97-a1c8-4be9-8a21-68ef06437d20;biosphere3
('soil', 'agricultural');emission;[];Phosphorus;kilogram;c89a0749-40a5-4c9c-8770-c4295ea34977;biosphere3
('water',);emission;[];Krypton-85;kilo Becquerel;4f46f2a8-545c-44d8-a40d-3e49571dcd51;biosphere3
('water', 'ground-');emission;[];Iron;kilogram;e3043a7f-5347-4c7b-89ee-93f11b2f6d9b;biosphere3
('natural resource', 'in ground');natural resource;[];Vermiculite, in ground;kilogram;bea19217-6a28-4711-8142-2e71090c0b46;biosphere3
('water', 'ground-, long-term');emission;[];Potassium, ion;kilogram;b93fc4df-91b2-4ac4-a315-89147515ddfb;biosphere3
('water', 'ocean');emission;[];Radioactive species, alpha emitters;kilo Becquerel;14e8ce09-acbd-4b33-abb8-e09416363971;biosphere3
('soil', 'agricultural');emission;[];Flumioxazin;kilogram;a1693936-2774-4f31-8e5b-c513a5870015;biosphere3
('soil', 'agricultural');emission;[];Metam-sodium;kilogram;00acb9f0-1640-4f8c-89ef-d857e1428be0;biosphere3
('water', 'ocean');emission;[];Methyl formate;kilogram;a11b8022-1e48-4023-8985-58ec1ea62083;biosphere3
('water', 'ocean');emission;[];Ethene, trichloro-;kilogram;9586cdf1-31b4-4c3a-97ce-197d8335ebd2;biosphere3
