CF unit;Elementary flow subcategory;Elementary flow name;Impact category;Impact method;Elementary flow UUID;Per elementary flow unit;CF value
PDF.m2.yr;land;Occupation, agriculture;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5dbd8205-fa09-3895-90d3-5e1d7406c179;m2*a;0.224587886
PDF.m2.yr;land;Occupation, agriculture + forest;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;785d44a4-2979-4ea3-8121-aa82a65ba2e5;m2*a;0.224587886
PDF.m2.yr;land;Occupation, annual crop;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0d6e367d-0c4c-4f6d-9bff-9b370a182ff1;m2*a;0.700646555
PDF.m2.yr;land;Occupation, annual crop, flooded crop;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;a2e9da13-bfb2-4451-95bc-a3d146d2ff00;m2*a;0.700646555
PDF.m2.yr;land;Occupation, annual crop, greenhouse;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ea35bf01-3547-4b67-8fd0-426e73a4425b;m2*a;0.700646555
PDF.m2.yr;land;Occupation, annual crop, irrigated;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;de202ed0-bde5-42f5-9f74-c1d4018ec798;m2*a;0.700646555
PDF.m2.yr;land;Occupation, annual crop, irrigated, extensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4f0baf82-3128-4d23-a722-7a75f10dc987;m2*a;0.700646555
PDF.m2.yr;land;Occupation, annual crop, irrigated, intensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3fa694bc-8c9e-406d-b7aa-f2e50d8511b8;m2*a;0.700646555
PDF.m2.yr;land;Occupation, annual crop, non-irrigated;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4497ab6d-6666-43d1-abfd-563b45cb8cda;m2*a;0.700646555
PDF.m2.yr;land;Occupation, annual crop, non-irrigated, extensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;12501edd-e004-40be-bf07-01d7f4c32ea8;m2*a;0.700646555
PDF.m2.yr;land;Occupation, annual crop, non-irrigated, intensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;7100fd9e-c7da-43b3-877e-bce9390dc1fc;m2*a;0.700646555
PDF.m2.yr;land;Occupation, arable;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c5aafa60-495c-461c-a1d4-b262a34c45b9;m2*a;0.700646555
PDF.m2.yr;unspecified resource;Occupation, arable;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b4b55e63-6541-4af6-818b-09a67520f45a;m2*a;0.700646555
PDF.m2.yr;land;Occupation, arable, conservation tillage;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b8300190-a242-11e0-8264-0800200c9a66;m2*a;0.700646555
PDF.m2.yr;land;Occupation, arable, conventional tillage;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;7ae398bd-8532-11e0-9d78-0800200c9a66;m2;0.700646555
PDF.m2.yr;land;Occupation, arable, integrated;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;33817d31-6212-44bb-99b0-df1426ae92e5;m2*a;0.700646555
PDF.m2.yr;unspecified resource;Occupation, arable, integrated;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ea08f8e5-2375-4d1e-bda0-894d04c99031;m2*a;0.700646555
PDF.m2.yr;land;Occupation, arable, non-irrigated;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;a6889a22-e99e-42ea-85cd-4a68d7975dcd;m2*a;0.700646555
PDF.m2.yr;unspecified resource;Occupation, arable, non-irrigated;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;7ea7c8d2-d20a-4c68-ab8c-b435447833eb;m2*a;0.700646555
PDF.m2.yr;land;Occupation, arable, non-irrigated, diverse-intensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;1b0a8570-eab4-46c2-9b67-c9b918e75676;m2*a;0.700646555
PDF.m2.yr;unspecified resource;Occupation, arable, non-irrigated, diverse-intensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;1f99f0be-f142-4a18-a7cd-209bf22218c8;m2*a;0.700646555
PDF.m2.yr;land;Occupation, arable, non-irrigated, fallow;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5d615a38-6d0a-4f3a-8973-69b333b6e814;m2*a;0.700646555
PDF.m2.yr;unspecified resource;Occupation, arable, non-irrigated, fallow;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4f243941-fdd0-42e9-90d4-3a5b0a352c5b;m2*a;0.700646555
PDF.m2.yr;land;Occupation, arable, non-irrigated, monotone-intensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e063ee9c-9850-42b5-b01e-4cc9b5ad7152;m2*a;0.700646555
PDF.m2.yr;unspecified resource;Occupation, arable, non-irrigated, monotone-intensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2ffde7a9-81d0-4113-a519-3196e5886679;m2*a;0.700646555
PDF.m2.yr;land;Occupation, arable, organic;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;16df4fdf-06a1-4c84-bd49-b933d5bd2714;m2*a;0.700646555
PDF.m2.yr;unspecified resource;Occupation, arable, organic;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;35f58560-2ce4-4213-9984-616a292e63ea;m2*a;0.700646555
PDF.m2.yr;land;Occupation, arable, reduced tillage;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;7ae398be-8532-11e0-9d78-0800200c9a66;m2;0.700646555
PDF.m2.yr;land;Occupation, bare area (non-use);Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;af9cc221-dfc1-4f2e-8e80-04eba8675132;m2*a;0
PDF.m2.yr;land;Occupation, construction site;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4b6b9b76-3199-4bd0-b11d-f8f2efbeac4e;m2*a;0.41535659
PDF.m2.yr;unspecified resource;Occupation, construction site;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;26586deb-0d0d-42b7-ae01-e6e517a743cb;m2*a;0.41535659
PDF.m2.yr;land;Occupation, cropland fallow (non-use);Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9a290e90-6d97-46af-8387-589f197aa868;m2*a;0
PDF.m2.yr;land;Occupation, dump site;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;1eaa9ea4-40b8-414a-b198-5626400372e1;m2*a;0.41535659
PDF.m2.yr;unspecified resource;Occupation, dump site;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3259f9e3-8108-444b-9521-de12e53f6e35;m2*a;0.41535659
PDF.m2.yr;land;Occupation, dump site, benthos;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;70c4c6d8-ed81-4763-ae6d-39e54ef0b1fa;m2*a;0.41535659
PDF.m2.yr;unspecified resource;Occupation, dump site, benthos;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c033dd2f-87a4-435d-a7cb-477b15310066;m2*a;0.41535659
PDF.m2.yr;land;Occupation, field margin/hedgerow;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;61461094-ed15-4201-a57e-b888b508dcdd;m2*a;0.124836367
PDF.m2.yr;land;Occupation, forest;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b91d0527-9a01-4a86-b420-c62b70629ba4;m2*a;0.159934864
PDF.m2.yr;unspecified resource;Occupation, forest;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;012ee35c-c4e1-4759-9f62-e1a7a8504f8c;m2*a;0.159934864
PDF.m2.yr;land;Occupation, forest, extensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5c44eadf-8f68-496b-b9ef-f94be1372c58;m2*a;0.159934864
PDF.m2.yr;unspecified resource;Occupation, forest, extensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;135816ab-f119-4a64-b608-a61cb788af7d;m2*a;0.159934864
PDF.m2.yr;land;Occupation, forest, intensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b1720e30-2692-4a1f-8ced-b58574d2e7c6;m2*a;0.159934864
PDF.m2.yr;unspecified resource;Occupation, forest, intensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;92f8f25e-135a-48df-b90c-c6c4547fe94d;m2*a;0.159934864
PDF.m2.yr;land;Occupation, forest, intensive, clear-cutting;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;250de680-25a7-4a3b-93c9-a9ed44bb4e0c;m2*a;0.159934864
PDF.m2.yr;unspecified resource;Occupation, forest, intensive, clear-cutting;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2843362e-6942-48fb-acdc-cea07d6e08cc;m2*a;0.159934864
PDF.m2.yr;land;Occupation, forest, intensive, normal;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;aca1714f-0040-4a65-a73a-0e38aa9f50f4;m2*a;0.159934864
PDF.m2.yr;unspecified resource;Occupation, forest, intensive, normal;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4498615d-0ed6-4ca4-8a87-267f31f624b0;m2*a;0.159934864
PDF.m2.yr;land;Occupation, forest, intensive, short-cycle;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;bafff3e8-f51e-42d6-8924-dcab1098c8ef;m2*a;0.159934864
PDF.m2.yr;unspecified resource;Occupation, forest, intensive, short-cycle;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;a029c026-6970-40a0-b597-5ebd8dfbaa97;m2*a;0.159934864
PDF.m2.yr;land;Occupation, forest, primary (non-use);Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;6de7ded7-4f84-4652-bc6b-1207f1af012c;m2*a;0
PDF.m2.yr;land;Occupation, forest, secondary (non-use);Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;42c0b068-ba0d-42e3-9549-c35b455ab873;m2*a;0
PDF.m2.yr;land;Occupation, grassland, natural (non-use);Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;23bce6d9-34d7-4be0-ba7d-4fd4e896e6d0;m2*a;0
PDF.m2.yr;land;Occupation, grassland, natural, for livestock grazing;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ee2631d0-c8ee-4ee9-a4a0-c1c0ff6373bd;m2*a;0.200590982
PDF.m2.yr;land;Occupation, heterogeneous, agricultural;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;69c7d771-04fc-499e-84f8-6c7b923b8ced;m2*a;0.224587886
PDF.m2.yr;unspecified resource;Occupation, heterogeneous, agricultural;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;7d143ee5-e848-47d0-91e8-f10f7c86963d;m2*a;0.224587886
PDF.m2.yr;land;Occupation, industrial area;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;97c598f0-4d1d-4f9f-906e-097347168153;m2*a;0.41535659
PDF.m2.yr;unspecified resource;Occupation, industrial area;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;faa01bcb-884e-4c79-9ea2-16da6596c6a6;m2*a;0.41535659
PDF.m2.yr;land;Occupation, industrial area, benthos;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9db06277-b6d9-4c48-8cfb-de342e928a50;m2*a;0.41535659
PDF.m2.yr;unspecified resource;Occupation, industrial area, benthos;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b0828a29-0261-4a12-a5d3-9e72c7e89619;m2*a;0.41535659
PDF.m2.yr;land;Occupation, industrial area, built up;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;fe9c3a98-a6d2-452d-a9a4-a13e64f1b95b;m2*a;0.41535659
PDF.m2.yr;unspecified resource;Occupation, industrial area, built up;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;cf39ec61-e779-4614-97b7-ec622556040d;m2*a;0.41535659
PDF.m2.yr;land;Occupation, industrial area, vegetation;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;44ea6f89-8780-45b4-a80a-cfc3abcfef5f;m2*a;0.41535659
PDF.m2.yr;unspecified resource;Occupation, industrial area, vegetation;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;dde38771-435a-4f90-ad87-fd944f90b437;m2*a;0.41535659
PDF.m2.yr;land;Occupation, inland waterbody, unspecified;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;69cdd9a1-25d8-4185-8d86-17dc1878ede1;m2*a;0.41535659
PDF.m2.yr;land;Occupation, lake, artificial;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;395c7600-604a-4e1f-85df-b5f94edeb659;m2*a;0.41535659
PDF.m2.yr;land;Occupation, lake, natural (non-use);Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e6df1a61-c503-4934-8f1c-15a56567694f;m2*a;0
PDF.m2.yr;land;Occupation, mineral extraction site;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;379ba5c9-5c3a-43d0-8e2d-605ad9c39e46;m2*a;0.41535659
PDF.m2.yr;unspecified resource;Occupation, mineral extraction site;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;7d6baa46-6ac9-4f04-9bcb-abc382574260;m2*a;0.41535659
PDF.m2.yr;land;Occupation, pasture and meadow;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;59ded913-17fe-4b3e-80cb-79b97cdbef9a;m2*a;0.200590982
PDF.m2.yr;unspecified resource;Occupation, pasture and meadow;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;6cd33048-b06a-4b9b-bf8d-b4b6b47754f9;m2*a;0.200590982
PDF.m2.yr;land;Occupation, pasture and meadow, extensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;19f84b2e-e6ff-4351-ba3a-8b650fc20d14;m2*a;0.200590982
PDF.m2.yr;unspecified resource;Occupation, pasture and meadow, extensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ed6f73f6-6ea8-43d3-9212-b4551140484e;m2*a;0.200590982
PDF.m2.yr;land;Occupation, pasture and meadow, intensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;98b723d4-3362-4b38-8b1e-1bedacfd5e27;m2*a;0.200590982
PDF.m2.yr;unspecified resource;Occupation, pasture and meadow, intensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e1e245de-5e76-4d8c-a083-95262b06dcf2;m2*a;0.200590982
PDF.m2.yr;land;Occupation, pasture and meadow, organic;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;1ae03e9f-9f0b-4f9e-8440-9c3d4f1b1868;m2*a;0.200590982
PDF.m2.yr;unspecified resource;Occupation, pasture and meadow, organic;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;86d3fdb1-3b9b-4b01-a6eb-6bdab06676d7;m2*a;0.200590982
PDF.m2.yr;land;Occupation, pasture, man made;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;fe24f9d9-3dde-4dec-9f4a-1c00b94f353e;m2*a;0.200590982
PDF.m2.yr;land;Occupation, pasture, man made, extensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;f958c174-0a02-4bef-8290-efc2abcf3130;m2*a;0.200590982
PDF.m2.yr;land;Occupation, pasture, man made, intensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4a69ed71-6cc0-46f6-a4ab-1b9675f8315b;m2*a;0.200590982
PDF.m2.yr;land;Occupation, permanent crop;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e9007a6f-7244-44d4-a561-91ae1b6c6cfc;m2*a;0.074625861
PDF.m2.yr;unspecified resource;Occupation, permanent crop;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;1a01977a-d170-4ac1-86df-aae792cbeb8f;m2*a;0.074625861
PDF.m2.yr;land;Occupation, permanent crop, fruit;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;1896b498-8d13-4f58-8c17-21fe57740158;m2*a;0.074625861
PDF.m2.yr;unspecified resource;Occupation, permanent crop, fruit;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;67884dbf-8895-42ca-9a2a-37aef1189d3b;m2*a;0.074625861
PDF.m2.yr;land;Occupation, permanent crop, fruit, extensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;7e7d6ebb-8c9c-4ecb-b64b-23a8c2c908c4;m2*a;0.074625861
PDF.m2.yr;unspecified resource;Occupation, permanent crop, fruit, extensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5db2250f-278c-4b47-8c45-561ae9ff448d;m2*a;0.074625861
PDF.m2.yr;land;Occupation, permanent crop, fruit, intensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3afbc2d8-1b51-4d43-87a7-e68291c1e999;m2*a;0.074625861
PDF.m2.yr;unspecified resource;Occupation, permanent crop, fruit, intensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2997b0b4-f6ec-4df0-9481-4bdab4e86507;m2*a;0.074625861
PDF.m2.yr;land;Occupation, permanent crop, irrigated;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;84f3ca3a-5ecb-49f2-883c-1897bab3b7f7;m2*a;0.074625861
PDF.m2.yr;land;Occupation, permanent crop, irrigated, extensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;1c359785-3e70-4e0b-be1c-6258f9f20708;m2*a;0.074625861
PDF.m2.yr;land;Occupation, permanent crop, irrigated, intensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;fcfbf23f-831b-49b6-ac4c-79da8f1e1eec;m2*a;0.074625861
PDF.m2.yr;land;Occupation, permanent crop, non-irrigated;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;21baa1af-e8af-425b-a127-91629f718508;m2*a;0.074625861
PDF.m2.yr;land;Occupation, permanent crop, non-irrigated, extensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ab2db626-e0c7-4389-be5c-51e956409a73;m2*a;0.074625861
PDF.m2.yr;land;Occupation, permanent crop, non-irrigated, intensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;77c14227-fb17-46a2-843c-130d92d28a28;m2*a;0.074625861
PDF.m2.yr;land;Occupation, permanent crop, vine;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;18636f13-f552-4136-a353-3b5a8e5f87d1;m2*a;0.074625861
PDF.m2.yr;unspecified resource;Occupation, permanent crop, vine;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;f2311a45-8789-472c-8aba-416e8621bb4c;m2*a;0.074625861
PDF.m2.yr;land;Occupation, permanent crop, vine, extensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;f318deb8-ac36-47c0-bb00-e3022b583c7e;m2*a;0.074625861
PDF.m2.yr;unspecified resource;Occupation, permanent crop, vine, extensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3295a31d-855c-4ed1-ace4-e81d0a7f04c6;m2*a;0.074625861
PDF.m2.yr;land;Occupation, permanent crop, vine, intensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c9461a73-d00a-4fc7-a890-a9eda6af3185;m2*a;0.074625861
PDF.m2.yr;unspecified resource;Occupation, permanent crop, vine, intensive;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;16835899-c22f-4e78-8076-0d4d340c6f60;m2*a;0.074625861
PDF.m2.yr;land;Occupation, river, artificial;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;d4e14d98-0abd-4e45-94a7-112fd5277c35;m2*a;0.41535659
PDF.m2.yr;land;Occupation, river, natural (non-use);Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;db74fd6a-3438-4d8d-9bce-83039d28b485;m2*a;0
PDF.m2.yr;land;Occupation, seabed, drilling and mining;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4a49c025-f03c-4eab-a0eb-b06d1a4442db;m2*a;0.41535659
PDF.m2.yr;land;Occupation, seabed, infrastructure;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;64f2cbe7-791b-4d4b-bd13-f0c142922738;m2*a;0.41535659
PDF.m2.yr;land;Occupation, seabed, natural (non-use);Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;f6169139-e846-45d7-8195-2fdfc7a188c7;m2*a;0
PDF.m2.yr;land;Occupation, seabed, unspecified;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5c26adb8-cd01-4177-b77c-d17dfca4d16c;m2*a;0.41535659
PDF.m2.yr;land;Occupation, sealed soil;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3cc6b9e3-fda3-4712-b5b2-df07b0b996f3;m2*a;0.41535659
PDF.m2.yr;land;Occupation, shrub land, sclerophyllous;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c199261c-8234-43c5-b906-5b67707e4395;m2*a;0.124836367
PDF.m2.yr;unspecified resource;Occupation, shrub land, sclerophyllous;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ab295ced-caf0-4281-96a2-7ebc2203c508;m2*a;0.124836367
PDF.m2.yr;land;Occupation, snow and ice (non-use);Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;90d8275b-9542-463f-8b33-0173708543ad;m2*a;0
PDF.m2.yr;unspecified resource;Occupation, special uses (parks and wildlife reserves);Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3e2da818-59cb-491a-8e4c-fa62e2a9d944;m2*a;0.124836367
PDF.m2.yr;land;Occupation, traffic area;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3e7f1605-9451-4e53-9690-ab5318033227;m2*a;0.41535659
PDF.m2.yr;unspecified resource;Occupation, traffic area;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;74212326-ca29-46f8-a600-4e45b0ad688e;m2*a;0.41535659
PDF.m2.yr;land;Occupation, traffic area, rail embankment;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4ce71e21-8f14-48da-b9e5-4743e5f3c0ab;m2*a;0.41535659
PDF.m2.yr;unspecified resource;Occupation, traffic area, rail embankment;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0a03fe20-343b-42d4-87b5-1300cfd47a7a;m2*a;0.41535659
PDF.m2.yr;land;Occupation, traffic area, rail network;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;062a6faf-b1a5-4a6a-aa02-47ae3ec566a8;m2*a;0.41535659
PDF.m2.yr;unspecified resource;Occupation, traffic area, rail network;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2aa913a6-41a4-47cd-83bd-58cc5e1b11a5;m2*a;0.41535659
PDF.m2.yr;land;Occupation, traffic area, rail/road embankment;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;14811cde-0ef0-4327-ad94-4ee232f7a462;m2*a;0.41535659
PDF.m2.yr;land;Occupation, traffic area, road embankment;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;956c5f83-65c8-4607-9749-147cfb9c8f70;m2*a;0.41535659
PDF.m2.yr;unspecified resource;Occupation, traffic area, road embankment;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;14b92328-e08d-4fac-b16a-da5dcd0e5627;m2*a;0.41535659
PDF.m2.yr;land;Occupation, traffic area, road network;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;26efe47c-92a5-4dea-b4d0-eac13e418a58;m2*a;0.41535659
PDF.m2.yr;unspecified resource;Occupation, traffic area, road network;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;72745257-3534-4ca3-adfa-a2eb63f1e7d9;m2*a;0.41535659
PDF.m2.yr;land;Occupation, tropical rain forest;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2925111b-3464-4e34-9d02-b73c1c033e91;m2*a;0.159934864
PDF.m2.yr;unspecified resource;Occupation, tropical rain forest;Land occupation, biodiversity, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;a4c4b2e8-7611-4690-b00f-80789d4eb9fe;m2*a;0.159934864
