CF unit;Elementary flow subcategory;Elementary flow name;Impact category;Impact method;Elementary flow UUID;Per elementary flow unit;CF value
PDF.m2.yr;unspecified air;Nitric acid;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;dc084330-5108-4d9c-a7ed-eb3345507f13;kg;4.793079292
PDF.m2.yr;unspecified air;Nitrate compounds;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;65bff69f-3b58-457c-bb21-45ad200b04e2;kg;4.863124292
PDF.m2.yr;low population density, long-term;Nitrate;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;205617ae-ebc5-4245-8df6-8710d5d40615;kg;4.863124292
PDF.m2.yr;unspecified air;Sulfur dioxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;fd7aa71c-508c-480d-81a6-8052aad92646;kg;14.25673321
PDF.m2.yr;lower stratosphere + upper troposphere;Nitric acid;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;1aa538b9-51eb-49fe-8904-de34e58945c7;kg;4.793079292
PDF.m2.yr;unspecified air;Nitrogen monoxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;08a91e70-3ddc-11dd-96ee-0050c2490048;kg;6.554210723
PDF.m2.yr;high population density;Nitrite;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9af58019-22ff-4278-8f48-8e94b49aae5c;kg;6.554210723
PDF.m2.yr;low population density, long-term;Sulfate;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;a259eb99-e741-49e6-8b3f-8985c018be28;kg;9.471256326
PDF.m2.yr;unspecified air;Sulfuric acid;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;99c65c6a-6871-40ba-af79-5bd6851688e4;kg;9.2818312
PDF.m2.yr;low population density;Nitrate;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;cbd70647-6237-462a-9d01-d197a8b08506;kg;4.863124292
PDF.m2.yr;lower stratosphere + upper troposphere;Nitrogen monoxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9d0b18e8-484d-4d28-bca4-2db8023def45;kg;6.554210723
PDF.m2.yr;unspecified air;Ammonia;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;87883a4e-1e3e-4c9d-90c0-f1bea36f8014;kg;23.80909274
PDF.m2.yr;unspecified air;Nitrogen dioxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0b7e10a8-6ca0-4a50-a39b-f2a019cb3610;kg;6.554210723
PDF.m2.yr;low population density;Nitrogen monoxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;fe02b51d-7a59-4015-ba12-d32da63ac7d9;kg;6.554210723
PDF.m2.yr;high population density;Ammonia;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9990b51b-7023-4700-bca0-1a32ef921f74;kg;23.80909274
PDF.m2.yr;lower stratosphere + upper troposphere;Ammonium carbonate;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;73ec59d7-a227-407f-963a-fd9c61b4d172;kg;4.221612242
PDF.m2.yr;unspecified air;Ammonium carbonate;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c36f35d1-e815-4c85-8686-1a2d21264a2c;kg;4.221612242
PDF.m2.yr;low population density;Nitrite;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b7ba3697-434d-4f47-91a1-f5b924871d92;kg;6.554210723
PDF.m2.yr;lower stratosphere + upper troposphere;Nitrogen dioxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4490af97-53d7-4849-aa85-34b5a50e516b;kg;6.554210723
PDF.m2.yr;low population density;Sulfur dioxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;78c3efe4-421c-4d30-82e4-b97ac5124993;kg;14.25673321
PDF.m2.yr;unspecified air;Nitrite;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;f37a3611-f6a5-4141-8d16-6eac6a1e9a52;kg;6.554210723
PDF.m2.yr;unspecified air;Sulphur trioxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3268d8df-59cc-4740-a89f-dee8355ad7c3;kg;11.36550759
PDF.m2.yr;low population density, long-term;Nitrogen monoxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b7e78e2a-dff8-49e8-b72c-c9157183860d;kg;6.554210723
PDF.m2.yr;unspecified air;Ammonium, ion;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;08a91e70-3ddc-11dd-954d-0050c2490048;kg;22.50859608
PDF.m2.yr;lower stratosphere + upper troposphere;Ammonia;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;8494ed3c-0416-4aa5-b100-51a2b2bcadbd;kg;23.80909274
PDF.m2.yr;lower stratosphere + upper troposphere;Sulfuric acid;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3caec0e2-2d07-4463-abae-bef6a0d4bbdb;kg;9.2818312
PDF.m2.yr;low population density, long-term;Ammonia;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2b50f643-216a-412b-a0e5-5946867aa2ed;kg;23.80909274
PDF.m2.yr;low population density;Nitric acid;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0d1d9119-44bf-4c8e-a878-cdc78fd888ae;kg;4.793079292
PDF.m2.yr;high population density;Sulphur trioxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b00950bc-99cb-4ee2-bbc0-5f878ea170c3;kg;11.36550759
PDF.m2.yr;low population density;Nitrate compounds;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e8c30bb3-92cc-41c8-acf3-281095e570cc;kg;4.863124292
PDF.m2.yr;high population density;Nitric acid;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;37d014cb-8c2d-4c98-ab5c-2d4550822c2f;kg;4.793079292
PDF.m2.yr;high population density;Nitrogen dioxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;d9945575-a965-4bf3-9cd7-584263172abd;kg;6.554210723
PDF.m2.yr;low population density;Sulphur trioxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;48430c70-95e0-4036-9854-72cc772ac8b2;kg;11.36550759
PDF.m2.yr;low population density, long-term;Sulfuric acid;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;51f0e6bf-5824-4247-a0f0-7766035da159;kg;9.2818312
PDF.m2.yr;low population density;Ammonium carbonate;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;d40b90a8-c469-41ec-b5ea-f80386859a82;kg;4.221612242
PDF.m2.yr;unspecified air;Nitrate;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5e7cf95c-9cc3-4479-89af-55377b3db99c;kg;4.863124292
PDF.m2.yr;low population density;Nitrogen dioxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;003697f1-54e9-409e-8179-23a95e99e4d7;kg;6.554210723
PDF.m2.yr;low population density, long-term;Nitric acid;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2e493ad7-ff7f-47b8-9966-1d67e0323386;kg;4.793079292
PDF.m2.yr;low population density, long-term;Sulfur dioxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;6ce44f77-d181-4396-8fa2-2276eeeb4c08;kg;14.25673321
PDF.m2.yr;lower stratosphere + upper troposphere;Nitrogen oxides;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4841a0fe-c250-4a39-94a1-1bc31426c0f1;kg;6.554210723
PDF.m2.yr;unspecified air;Sulfate;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9b00c244-fcce-4d38-922b-601a81f2ba34;kg;9.471256326
PDF.m2.yr;high population density;Ammonium, ion;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;887bfb8e-44de-4de0-b47d-bc49db8adec1;kg;22.50859608
PDF.m2.yr;low population density;Ammonia;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0f440cc0-0f74-446d-99d6-8ff0e97a2444;kg;23.80909274
PDF.m2.yr;lower stratosphere + upper troposphere;Nitrate;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0e9e6b81-0a68-4350-8368-566c083bd3e0;kg;4.863124292
PDF.m2.yr;low population density;Nitrogen oxides;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;77357947-ccc5-438e-9996-95e65e1e1bce;kg;6.554210723
PDF.m2.yr;lower stratosphere + upper troposphere;Sulfur dioxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;16521d00-4b6f-464f-b5dd-8da4a27b15ca;kg;14.25673321
PDF.m2.yr;low population density, long-term;Ammonium, ion;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;615c56b4-3328-43b3-b1cd-feb6b6a5d99c;kg;22.50859608
PDF.m2.yr;high population density;Nitrate;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;15ca802b-f541-44aa-bd33-35560a053193;kg;4.863124292
PDF.m2.yr;lower stratosphere + upper troposphere;Ammonium, ion;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e1f2ab0a-6d4e-4705-9e8c-db67155d14f6;kg;22.50859608
PDF.m2.yr;lower stratosphere + upper troposphere;Sulfate;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;d64c693d-aa5a-40de-a250-ed9d24b90542;kg;9.471256326
PDF.m2.yr;low population density;Sulfuric acid;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5c9d8310-f7e1-4e98-8e73-7eece0435676;kg;9.2818312
PDF.m2.yr;low population density, long-term;Nitrogen dioxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9fb048e8-b1c4-4b1a-b536-5467d511f75a;kg;6.554210723
PDF.m2.yr;lower stratosphere + upper troposphere;Sulphur trioxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;aeb3e625-906a-4993-9f02-785f8cfd1ea5;kg;11.36550759
PDF.m2.yr;unspecified air;Nitrogen oxides;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c1b91234-6f24-417b-8309-46111d09c457;kg;6.554210723
PDF.m2.yr;high population density;Sulfate;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;826677aa-8347-4494-85da-a26fe3e1e824;kg;9.471256326
PDF.m2.yr;high population density;Sulfur dioxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;8c52f40c-69b7-4538-8923-b371523c71f5;kg;14.25673321
PDF.m2.yr;high population density;Nitrogen oxides;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;d068f3e2-b033-417b-a359-ca4f25da9731;kg;6.554210723
PDF.m2.yr;low population density, long-term;Nitrogen oxides;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9115356e-a534-4329-9ec6-d9208720241b;kg;6.554210723
PDF.m2.yr;high population density;Nitrogen monoxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ca31b010-acd3-4736-a76c-e4a900ae4809;kg;6.554210723
PDF.m2.yr;low population density;Sulfate;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;006aa3f7-59ba-450f-aa45-a2b2d1752647;kg;9.471256326
PDF.m2.yr;low population density, long-term;Sulphur trioxide;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;13825fb9-6e24-409a-bfcd-5dc4fd61ef98;kg;11.36550759
PDF.m2.yr;low population density;Ammonium, ion;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e1d913d8-214c-4957-b3e5-36ccc50f3724;kg;22.50859608
PDF.m2.yr;high population density;Ammonium carbonate;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;11f41c41-7733-49bc-b1b1-1f00fbade521;kg;4.221612242
PDF.m2.yr;unspecified air;Sulfuric acid, mist;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ce53f0ea-aab2-423b-9bb5-8d7f2cada413;kg;9.2818312
PDF.m2.yr;low population density, long-term;Ammonium carbonate;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;15c4a3e0-bd82-4acd-a8fd-58aba60dd9fc;kg;4.221612242
PDF.m2.yr;unspecified air;Ammonium nitrate;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e3edc996-b5bb-4465-b9e4-29eb368ab0e0;kg;5.063252864
PDF.m2.yr;high population density;Sulfuric acid;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;7ecc2b66-8dde-4266-8832-f492f564377b;kg;9.2818312
PDF.m2.yr;low population density;Ammonia, as N;Terrestrial acidification, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0e0f75b3-2de4-4fbd-aee5-e0406b593ea8;kg;28.91104118
PDF.m2.yr;low population density;Nitrate compounds;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e8c30bb3-92cc-41c8-acf3-281095e570cc;kg;0.592144041
PDF.m2.yr;unspecified air;Nitrate;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5e7cf95c-9cc3-4479-89af-55377b3db99c;kg;0.592144041
PDF.m2.yr;unspecified air;Nitrate compounds;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;65bff69f-3b58-457c-bb21-45ad200b04e2;kg;0.592144041
PDF.m2.yr;low population density;Nitrogen oxides;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;77357947-ccc5-438e-9996-95e65e1e1bce;kg;0.799194406
PDF.m2.yr;low population density, long-term;Ammonia;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2b50f643-216a-412b-a0e5-5946867aa2ed;kg;1.846715481
PDF.m2.yr;low population density;Ammonium, ion;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e1d913d8-214c-4957-b3e5-36ccc50f3724;kg;1.746893022
PDF.m2.yr;lower stratosphere + upper troposphere;Sulfur dioxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;16521d00-4b6f-464f-b5dd-8da4a27b15ca;kg;2.392595977
PDF.m2.yr;unspecified air;Ammonium nitrate;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e3edc996-b5bb-4465-b9e4-29eb368ab0e0;kg;0.392095378
PDF.m2.yr;low population density, long-term;Sulfur dioxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;6ce44f77-d181-4396-8fa2-2276eeeb4c08;kg;2.392595977
PDF.m2.yr;low population density, long-term;Nitrogen monoxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b7e78e2a-dff8-49e8-b72c-c9157183860d;kg;0.799194406
PDF.m2.yr;high population density;Ammonium carbonate;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;11f41c41-7733-49bc-b1b1-1f00fbade521;kg;0.652838878
PDF.m2.yr;low population density, long-term;Ammonium, ion;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;615c56b4-3328-43b3-b1cd-feb6b6a5d99c;kg;1.746893022
PDF.m2.yr;high population density;Sulfate;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;826677aa-8347-4494-85da-a26fe3e1e824;kg;1.591727031
PDF.m2.yr;lower stratosphere + upper troposphere;Nitrogen dioxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4490af97-53d7-4849-aa85-34b5a50e516b;kg;0.799194406
PDF.m2.yr;unspecified air;Sulphur trioxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3268d8df-59cc-4740-a89f-dee8355ad7c3;kg;1.912074609
PDF.m2.yr;low population density;Nitrate;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;cbd70647-6237-462a-9d01-d197a8b08506;kg;0.592144041
PDF.m2.yr;high population density;Nitrogen dioxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;d9945575-a965-4bf3-9cd7-584263172abd;kg;0.799194406
PDF.m2.yr;high population density;Nitrogen monoxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ca31b010-acd3-4736-a76c-e4a900ae4809;kg;0.799194406
PDF.m2.yr;low population density;Ammonium carbonate;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;d40b90a8-c469-41ec-b5ea-f80386859a82;kg;0.652838878
PDF.m2.yr;unspecified air;Sulfuric acid;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;99c65c6a-6871-40ba-af79-5bd6851688e4;kg;2.392595977
PDF.m2.yr;unspecified air;Nitrogen dioxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0b7e10a8-6ca0-4a50-a39b-f2a019cb3610;kg;0.799194406
PDF.m2.yr;unspecified air;Sulfate;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9b00c244-fcce-4d38-922b-601a81f2ba34;kg;1.591727031
PDF.m2.yr;high population density;Nitric acid;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;37d014cb-8c2d-4c98-ab5c-2d4550822c2f;kg;0.584142094
PDF.m2.yr;low population density;Sulfate;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;006aa3f7-59ba-450f-aa45-a2b2d1752647;kg;1.591727031
PDF.m2.yr;low population density, long-term;Sulfate;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;a259eb99-e741-49e6-8b3f-8985c018be28;kg;1.591727031
PDF.m2.yr;lower stratosphere + upper troposphere;Sulphur trioxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;aeb3e625-906a-4993-9f02-785f8cfd1ea5;kg;1.912074609
PDF.m2.yr;low population density, long-term;Sulfuric acid;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;51f0e6bf-5824-4247-a0f0-7766035da159;kg;2.392595977
PDF.m2.yr;lower stratosphere + upper troposphere;Sulfate;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;d64c693d-aa5a-40de-a250-ed9d24b90542;kg;1.591727031
PDF.m2.yr;low population density, long-term;Nitrogen oxides;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9115356e-a534-4329-9ec6-d9208720241b;kg;0.799194406
PDF.m2.yr;lower stratosphere + upper troposphere;Ammonium carbonate;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;73ec59d7-a227-407f-963a-fd9c61b4d172;kg;0.652838878
PDF.m2.yr;high population density;Sulfuric acid;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;7ecc2b66-8dde-4266-8832-f492f564377b;kg;2.392595977
PDF.m2.yr;unspecified air;Ammonium, ion;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;08a91e70-3ddc-11dd-954d-0050c2490048;kg;1.746893022
PDF.m2.yr;low population density;Nitrogen dioxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;003697f1-54e9-409e-8179-23a95e99e4d7;kg;0.799194406
PDF.m2.yr;lower stratosphere + upper troposphere;Ammonium, ion;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e1f2ab0a-6d4e-4705-9e8c-db67155d14f6;kg;1.746893022
PDF.m2.yr;unspecified air;Nitrite;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;f37a3611-f6a5-4141-8d16-6eac6a1e9a52;kg;0.799194406
PDF.m2.yr;low population density;Sulfuric acid;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5c9d8310-f7e1-4e98-8e73-7eece0435676;kg;2.392595977
PDF.m2.yr;unspecified air;Ammonium carbonate;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c36f35d1-e815-4c85-8686-1a2d21264a2c;kg;0.652838878
PDF.m2.yr;low population density, long-term;Nitrogen dioxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9fb048e8-b1c4-4b1a-b536-5467d511f75a;kg;0.799194406
PDF.m2.yr;low population density;Nitrogen monoxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;fe02b51d-7a59-4015-ba12-d32da63ac7d9;kg;0.799194406
PDF.m2.yr;low population density;Nitric acid;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0d1d9119-44bf-4c8e-a878-cdc78fd888ae;kg;0.584142094
PDF.m2.yr;low population density, long-term;Ammonium carbonate;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;15c4a3e0-bd82-4acd-a8fd-58aba60dd9fc;kg;0.652838878
PDF.m2.yr;low population density;Sulfur dioxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;78c3efe4-421c-4d30-82e4-b97ac5124993;kg;2.392595977
PDF.m2.yr;high population density;Nitrogen oxides;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;d068f3e2-b033-417b-a359-ca4f25da9731;kg;0.799194406
PDF.m2.yr;high population density;Nitrate;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;15ca802b-f541-44aa-bd33-35560a053193;kg;0.592144041
PDF.m2.yr;lower stratosphere + upper troposphere;Ammonia;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;8494ed3c-0416-4aa5-b100-51a2b2bcadbd;kg;1.846715481
PDF.m2.yr;low population density, long-term;Nitric acid;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2e493ad7-ff7f-47b8-9966-1d67e0323386;kg;0.584142094
PDF.m2.yr;lower stratosphere + upper troposphere;Nitric acid;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;1aa538b9-51eb-49fe-8904-de34e58945c7;kg;0.584142094
PDF.m2.yr;high population density;Sulphur trioxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b00950bc-99cb-4ee2-bbc0-5f878ea170c3;kg;1.912074609
PDF.m2.yr;unspecified air;Sulfur dioxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;fd7aa71c-508c-480d-81a6-8052aad92646;kg;2.392595977
PDF.m2.yr;unspecified air;Sulfuric acid, mist;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ce53f0ea-aab2-423b-9bb5-8d7f2cada413;kg;2.392595977
PDF.m2.yr;unspecified air;Ammonia;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;87883a4e-1e3e-4c9d-90c0-f1bea36f8014;kg;1.846715481
PDF.m2.yr;unspecified air;Nitrogen monoxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;08a91e70-3ddc-11dd-96ee-0050c2490048;kg;0.799194406
PDF.m2.yr;high population density;Ammonium, ion;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;887bfb8e-44de-4de0-b47d-bc49db8adec1;kg;1.746893022
PDF.m2.yr;lower stratosphere + upper troposphere;Nitrogen monoxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9d0b18e8-484d-4d28-bca4-2db8023def45;kg;0.799194406
PDF.m2.yr;lower stratosphere + upper troposphere;Nitrogen oxides;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4841a0fe-c250-4a39-94a1-1bc31426c0f1;kg;0.799194406
PDF.m2.yr;high population density;Sulfur dioxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;8c52f40c-69b7-4538-8923-b371523c71f5;kg;2.392595977
PDF.m2.yr;high population density;Nitrite;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9af58019-22ff-4278-8f48-8e94b49aae5c;kg;0.799194406
PDF.m2.yr;lower stratosphere + upper troposphere;Nitrate;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0e9e6b81-0a68-4350-8368-566c083bd3e0;kg;0.592144041
PDF.m2.yr;lower stratosphere + upper troposphere;Sulfuric acid;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3caec0e2-2d07-4463-abae-bef6a0d4bbdb;kg;2.392595977
PDF.m2.yr;unspecified air;Nitric acid;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;dc084330-5108-4d9c-a7ed-eb3345507f13;kg;0.584142094
PDF.m2.yr;low population density;Nitrite;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b7ba3697-434d-4f47-91a1-f5b924871d92;kg;0.799194406
PDF.m2.yr;low population density, long-term;Sulphur trioxide;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;13825fb9-6e24-409a-bfcd-5dc4fd61ef98;kg;1.912074609
PDF.m2.yr;high population density;Ammonia;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9990b51b-7023-4700-bca0-1a32ef921f74;kg;1.846715481
PDF.m2.yr;unspecified air;Nitrogen oxides;Freshwater acidification, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c1b91234-6f24-417b-8309-46111d09c457;kg;0.799194406
